Participant,Sex,Age,AgeGroup,AcquisitionAge,Univ.ProfNativeEngSpeakerYesNo,TrainingGroup,Word,PrePosttraining,OnsetMedialCoda,TrainedNewWord,VoicedUnvoiced,Phoneme,POA,Position,tierNumber,tiermeaning,HKUNativeSoundingYesNo,RUNativeSoundingYesNo,ComprehensionPerformanceT1T2,Column1,onset,offset,midpoint,midbottom,midtop,soundname,intervalname,F0_Max,F0_Average,midF0_max,midF0_avg,First_Formant,First_Formant_mid,Second_Formant,Second_Formant_mid,Third_Formant,Third_Formant_mid,Intensity_Max,Intensity_Max_mid,Intensity_Average,Intensity_Average_mid,Mid_Duration,Duration,Dur
1433,,,University Students,,,Yes,tap,post,coda,trained,unvoiced,p,bilabial,onset,3, ,,,,3,0.5354,0.5611,0.5483,0.5397,0.5568,1433-tap-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,915.6764,940.4294542,2110.236588,2072.776306,3085.17369,3097.078895,61.60285405,61.60285405,61.2448,60.5803,0.0171,0,0
1433,,,University Students,,,Yes,tap,post,coda,trained,unvoiced,p,bilabial,coda,3, ,,,,3,0.8361,0.9166,0.8763,0.8495,0.9031,1433-tap-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1269.1874,1181.147436,1915.046061,2039.362726,3176.335088,3199.04245,53.74642404,53.74642404,49.7464,50.1699,0.0536,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,back,pre,coda,trained,unvoiced,k,velar,vowel,1, ,,,,1,0.789,0.9701,0.8796,0.8192,0.9399,1441-back-1,vowel,271.5920406,254.8146573,265.212048,250.4891587,811.0035,907.9395726,1608.980433,1547.191469,2234.474329,2243.16172,67.45215536,64.82963236,59.9462,61.3383,0.1207,0.18109045,181
1441,,,University Students,,,Yes,back,pre,coda,trained,unvoiced,k,velar,onset,2, ,,,,2,0.7746,0.789,0.7818,0.777,0.7866,1441-back-1,null asp,271.5920406,271.5920406,271.5920406,271.5920406,673.2817,672.5830602,1952.678321,1957.877996,3217.265444,3193.515704,66.61667676,66.61667676,64.4047,64.6862,0.0096,0,0
1441,,,University Students,,,Yes,back,pre,coda,trained,unvoiced,k,velar,coda,2, ,,,,2,1.1786,1.2788,1.2287,1.1953,1.2621,1441-back-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,840.7257,837.3241619,2204.545794,2266.378974,2898.786018,2961.915164,59.13347422,55.91312399,47.746,46.8835,0.0668,0.10023069,100
1441,,,University Students,,,Yes,back,pre,coda,trained,unvoiced,k,velar,onset,3, ,,,,3,0.7746,0.789,0.7818,0.777,0.7866,1441-back-1,null vbar,271.5920406,271.5920406,271.5920406,271.5920406,673.2817,672.5830602,1952.678321,1957.877996,3217.265444,3193.515704,66.61667676,66.61667676,64.4047,64.6862,0.0096,0,0
1441,,,University Students,,,Yes,back,pre,coda,trained,unvoiced,k,velar,coda,3, ,,,,3,1.1786,1.2788,1.2287,1.1953,1.2621,1441-back-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,840.7257,837.3241619,2204.545794,2266.378974,2898.786018,2961.915164,59.13347422,55.91312399,47.746,46.8835,0.0668,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,back,post,coda,trained,unvoiced,k,velar,vowel,1, ,,,,1,0.596,0.8052,0.7006,0.6309,0.7703,1441-back-2,vowel,293.677148,275.492124,280.2545434,271.2354574,1030.4136,915.1664475,2191.796091,2187.887506,3175.469995,3141.06065,63.16545181,58.62176909,49.8218,50.1957,0.1394,0.20917274,209
1441,,,University Students,,,Yes,back,post,coda,trained,unvoiced,k,velar,onset,2, ,,,,2,0.5637,0.596,0.5798,0.569,0.5906,1441-back-2,null asp,293.677148,293.677148,--undefined--,--undefined--,650.9786,630.4801258,2062.761637,1992.115424,3944.812478,3750.672853,61.90081194,59.17276177,51.2142,52.1873,0.0216,0,0
1441,,,University Students,,,Yes,back,post,coda,trained,unvoiced,k,velar,coda,2, ,,,,2,0.9459,0.9818,0.9639,0.9519,0.9758,1441-back-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,816.9268,845.3966598,2266.301156,2248.88979,2986.433243,2957.928179,50.65327808,48.74068295,49.5324,48.9314,0.0239,0.03589567,36
1441,,,University Students,,,Yes,back,post,coda,trained,unvoiced,k,velar,onset,3, ,,,,3,0.5637,0.5818,0.5727,0.5667,0.5788,1441-back-2,vbar,--undefined--,--undefined--,--undefined--,--undefined--,556.6431,571.2641997,1861.167033,1882.723314,3382.316354,3480.892648,53.16194437,43.13523517,44.945,44.9585,0.0121,0.01817764,18
1441,,,University Students,,,Yes,back,post,coda,trained,unvoiced,k,velar,coda,3, ,,,,3,0.9459,0.9818,0.9639,0.9519,0.9758,1441-back-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,816.9268,845.3966598,2266.301156,2248.88979,2986.433243,2957.928179,50.65327808,48.74068295,49.5324,48.9314,0.0239,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,bat,pre,coda,trained,unvoiced,t,alveolar,vowel,1, ,,,,1,0.8109,1.0319,0.9214,0.8477,0.9951,1441-bat-1,vowel,270.5960162,248.9813933,257.6712308,243.5896414,796.6461,929.6401444,1840.878632,1787.236246,2137.585258,2524.344819,66.52463895,64.6635191,56.4997,59.1791,0.1473,0.22101283,221
1441,,,University Students,,,Yes,bat,pre,coda,trained,unvoiced,t,alveolar,onset,2, ,,,,2,0.7908,0.8109,0.8008,0.7941,0.8075,1441-bat-1,null asp,272.8867982,272.1344292,272.8867982,272.4529894,736.957,732.7053368,1936.114326,1917.364775,2860.713617,2823.223743,65.52375912,65.52375912,63.0904,63.6888,0.0134,0,0
1441,,,University Students,,,Yes,bat,pre,coda,trained,unvoiced,t,alveolar,coda,2, ,,,,2,1.2775,1.4142,1.3458,1.3003,1.3914,1441-bat-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,778.4466,778.0994839,2075.300254,2069.465787,2893.617068,2831.810169,56.48102308,56.48102308,49.0834,50.7109,0.0911,0.13663351,137
1441,,,University Students,,,Yes,bat,pre,coda,trained,unvoiced,t,alveolar,onset,3, ,,,,3,0.7908,0.8109,0.8008,0.7941,0.8075,1441-bat-1,null vbar,272.8867982,272.1344292,272.8867982,272.4529894,736.957,732.7053368,1936.114326,1917.364775,2860.713617,2823.223743,65.52375912,65.52375912,63.0904,63.6888,0.0134,0,0
1441,,,University Students,,,Yes,bat,pre,coda,trained,unvoiced,t,alveolar,coda,3, ,,,,3,1.2775,1.4142,1.3458,1.3003,1.3914,1441-bat-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,778.4466,778.0994839,2075.300254,2069.465787,2893.617068,2831.810169,56.48102308,56.48102308,49.0834,50.7109,0.0911,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,bat,post,coda,trained,unvoiced,t,alveolar,vowel,1, ,,,,1,0.5812,0.8068,0.694,0.6188,0.7692,1441-bat-2,vowel,283.0989384,266.7368388,270.2100936,259.2346967,989.5534,991.0654587,2059.069402,2132.439477,2462.608432,2932.513218,65.15562362,60.42149383,53.3689,54.4512,0.1504,0.22557305,226
1441,,,University Students,,,Yes,bat,post,coda,trained,unvoiced,t,alveolar,onset,2, ,,,,2,0.549,0.5812,0.5651,0.5544,0.5759,1441-bat-2,null asp,283.0989384,283.0989384,--undefined--,--undefined--,678.8954,684.936317,1492.234824,1503.973634,2037.119829,2470.855754,64.87518898,63.0717666,57.2891,58.5743,0.0215,0,0
1441,,,University Students,,,Yes,bat,post,coda,trained,unvoiced,t,alveolar,coda,2, ,,,,2,0.8719,0.9406,0.9062,0.8834,0.9291,1441-bat-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,896.3389,890.2248655,2187.157504,2189.629063,3822.679857,3807.110738,49.43048394,49.43048394,48.7003,48.8177,0.0458,0.06862834,69
1441,,,University Students,,,Yes,bat,post,coda,trained,unvoiced,t,alveolar,onset,3, ,,,,3,0.549,0.5674,0.5582,0.5521,0.5643,1441-bat-2,vbar,--undefined--,--undefined--,--undefined--,--undefined--,649.8899,660.3042368,1850.295816,1768.211016,2859.010447,2795.137381,58.2747915,58.2747915,52.4827,52.8971,0.0123,0.01841413,18
1441,,,University Students,,,Yes,bat,post,coda,trained,unvoiced,t,alveolar,coda,3, ,,,,3,0.8719,0.9406,0.9062,0.8834,0.9291,1441-bat-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,896.3389,890.2248655,2187.157504,2189.629063,3822.679857,3807.110738,49.43048394,49.43048394,48.7003,48.8177,0.0458,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,cap,pre,coda,new word,unvoiced,p,bilabial,vowel,1, ,,,,1,0.8025,1.0221,0.9123,0.8391,0.9855,1441-cap-1,vowel,289.4975054,277.3767021,278.5275812,273.5602524,998.6682,933.1927572,1243.02432,1958.855107,2091.798074,2790.945861,61.80089569,61.80089569,53.6575,56.4686,0.1464,0.21959175,220
1441,,,University Students,,,Yes,cap,pre,coda,new word,unvoiced,p,bilabial,onset,2, ,,,,2,0.7135,0.8025,0.758,0.7284,0.7877,1441-cap-1,asp,278.6013437,278.6013437,--undefined--,--undefined--,1077.2479,1085.518053,2315.525392,2330.377526,3262.534528,3291.999055,56.51767094,56.51767094,55.1514,55.4767,0.0593,0.08894856,89
1441,,,University Students,,,Yes,cap,pre,coda,new word,unvoiced,p,bilabial,coda,2, ,,,,2,1.1624,1.2945,1.2285,1.1844,1.2725,1441-cap-1,null asp,--undefined--,--undefined--,--undefined--,--undefined--,897.8189,949.6747811,1879.399927,1877.915662,3143.000516,3236.32431,42.07261344,42.07261344,40.1489,40.5212,0.088,0,0
1441,,,University Students,,,Yes,cap,pre,coda,new word,unvoiced,p,bilabial,onset,3, ,,,,3,0.7135,0.8025,0.758,0.7284,0.7877,1441-cap-1,null vbar,278.6013437,278.6013437,--undefined--,--undefined--,1077.2479,1085.518053,2315.525392,2330.377526,3262.534528,3291.999055,56.51767094,56.51767094,55.1514,55.4767,0.0593,0,0
1441,,,University Students,,,Yes,cap,pre,coda,new word,unvoiced,p,bilabial,coda,3, ,,,,3,1.1624,1.2945,1.2285,1.1844,1.2725,1441-cap-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,897.8189,949.6747811,1879.399927,1877.915662,3143.000516,3236.32431,42.07261344,42.07261344,40.1489,40.5212,0.088,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,cap,post,coda,new word,unvoiced,p,bilabial,vowel,1, ,,,,1,0.681,0.8604,0.7707,0.7109,0.8305,1441-cap-2,vowel,283.7648262,253.2425054,266.7901788,246.9198616,936.8552,937.2360308,2118.833018,2045.976866,2808.284804,2683.961422,56.42828871,56.42828871,50.1023,52.9961,0.1196,0.17942637,179
1441,,,University Students,,,Yes,cap,post,coda,new word,unvoiced,p,bilabial,onset,2, ,,,,2,0.6191,0.681,0.6501,0.6294,0.6707,1441-cap-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,946.9045,974.4271298,2335.254629,2312.047204,3403.411031,3259.349513,55.16848666,55.16848666,54.2295,54.7192,0.0412,0.06187116,62
1441,,,University Students,,,Yes,cap,post,coda,new word,unvoiced,p,bilabial,coda,2, ,,,,2,0.9522,0.9759,0.9641,0.9561,0.972,1441-cap-2,null asp,--undefined--,--undefined--,--undefined--,--undefined--,,805.692948, ,1906.796405, ,3140.222287, , ,,,0.0158,0,0
1441,,,University Students,,,Yes,cap,post,coda,new word,unvoiced,p,bilabial,onset,3, ,,,,3,0.6191,0.681,0.6501,0.6294,0.6707,1441-cap-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,946.9045,974.4271298,2335.254629,2312.047204,3403.411031,3259.349513,55.16848666,55.16848666,54.2295,54.7192,0.0412,0,0
1441,,,University Students,,,Yes,cap,post,coda,new word,unvoiced,p,bilabial,coda,3, ,,,,3,0.9522,0.9759,0.9641,0.9561,0.972,1441-cap-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,,805.692948, ,1906.796405, ,3140.222287, , ,,,0.0158,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,cup,pre,coda,trained,unvoiced,p,bilabial,vowel,1, ,,,,1,0.8441,0.984,0.914,0.8674,0.9607,1441-cup-1,vowel,155.2689558,147.7787189,153.7496714,145.4818691,931.5549,926.8497113,1640.89558,1658.317136,2827.186617,2909.04011,61.46852159,61.46852159,56.6294,59.1936,0.0933,0.13990535,140
1441,,,University Students,,,Yes,cup,pre,coda,trained,unvoiced,p,bilabial,onset,2, ,,,,2,0.7828,0.8441,0.8134,0.793,0.8339,1441-cup-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1157.6366,1132.067323,2002.376077,2002.265772,3148.307764,3099.983931,59.28628571,59.28628571,57.0387,57.1859,0.0409,0.0612778,61
1441,,,University Students,,,Yes,cup,pre,coda,trained,unvoiced,p,bilabial,coda,2, ,,,,2,1.1907,1.2616,1.2261,1.2025,1.2498,1441-cup-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1063.147,1204.1121,1848.994788,1921.391837,2932.852286,2836.88329,44.89552885,44.89552885,40.5381,41.1789,0.0473,0.07087553,71
1441,,,University Students,,,Yes,cup,pre,coda,trained,unvoiced,p,bilabial,onset,3, ,,,,3,0.7828,0.8441,0.8134,0.793,0.8339,1441-cup-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1157.6366,1132.067323,2002.376077,2002.265772,3148.307764,3099.983931,59.28628571,59.28628571,57.0387,57.1859,0.0409,0,0
1441,,,University Students,,,Yes,cup,pre,coda,trained,unvoiced,p,bilabial,coda,3, ,,,,3,1.1907,1.2616,1.2261,1.2025,1.2498,1441-cup-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1063.147,1204.1121,1848.994788,1921.391837,2932.852286,2836.88329,44.89552885,44.89552885,40.5381,41.1789,0.0473,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,cup,post,coda,trained,unvoiced,p,bilabial,vowel,1, ,,,,1,0.6787,0.7573,0.718,0.6918,0.7442,1441-cup-2,vowel,327.4025514,245.5908143,310.3708264,273.2590572,926.1455,904.399247,1806.833438,1822.507342,3317.689959,3234.355547,56.48321781,56.48321781,54.8615,55.1383,0.0524,0.07853475,79
1441,,,University Students,,,Yes,cup,post,coda,trained,unvoiced,p,bilabial,onset,2, ,,,,2,0.6194,0.6787,0.6491,0.6293,0.6689,1441-cup-2,asp,327.4025514,327.4025514,--undefined--,--undefined--,1037.9124,1087.804885,1987.753767,1979.136206,3138.106785,3188.173173,57.61127218,57.61127218,55.9623,56.6315,0.0395,0.0593188,59
1441,,,University Students,,,Yes,cup,post,coda,trained,unvoiced,p,bilabial,coda,2, ,,,,2,0.7573,0.7857,0.7715,0.762,0.7809,1441-cup-2,null asp,81.47888641,81.47888641,--undefined--,--undefined--,853.0689,862.255262,1733.2407,1721.880612,3097.34965,2862.104551,50.58826281,50.58826281,50.8527,50.592,0.0189,0,0
1441,,,University Students,,,Yes,cup,post,coda,trained,unvoiced,p,bilabial,onset,3, ,,,,3,0.6194,0.6787,0.6491,0.6293,0.6689,1441-cup-2,null vbar,327.4025514,327.4025514,--undefined--,--undefined--,1037.9124,1087.804885,1987.753767,1979.136206,3138.106785,3188.173173,57.61127218,57.61127218,55.9623,56.6315,0.0395,0,0
1441,,,University Students,,,Yes,cup,post,coda,trained,unvoiced,p,bilabial,coda,3, ,,,,3,0.7573,0.7857,0.7715,0.762,0.7809,1441-cup-2,null vbar,81.47888641,81.47888641,--undefined--,--undefined--,853.0689,862.255262,1733.2407,1721.880612,3097.34965,2862.104551,50.58826281,50.58826281,50.8527,50.592,0.0189,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,dock,pre,coda,new word,unvoiced,k,velar,vowel,1, ,,,,1,0.8859,1.1098,0.9979,0.9233,1.0725,1441-dock-1,vowel,279.0372532,229.4627492,269.2834154,216.6661428,842.7518,839.8649579,1340.659559,1336.042646,3167.601831,3132.161303,64.13515939,61.21429162,55.7746,57.1914,0.1493,0.22389434,224
1441,,,University Students,,,Yes,dock,pre,coda,new word,unvoiced,k,velar,onset,2, ,,,,2,0.8449,0.8859,0.8654,0.8517,0.8791,1441-dock-1,null asp,293.5410574,287.6576984,293.5410574,291.2877891,678.9218,782.0697424,1894.753841,1889.95415,3395.779744,3436.960345,64.69853742,64.27361105,59.5396,60.2141,0.0274,0,0
1441,,,University Students,,,Yes,dock,pre,coda,new word,unvoiced,k,velar,coda,2, ,,,,2,1.286,1.4065,1.3462,1.3061,1.3864,1441-dock-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1021.1173,1104.152579,1993.511871,1920.433771,3279.657645,2921.173229,56.97177825,49.77050381,43.8073,43.0157,0.0804,0.1205579,121
1441,,,University Students,,,Yes,dock,pre,coda,new word,unvoiced,k,velar,onset,3, ,,,,3,0.8449,0.8859,0.8654,0.8517,0.8791,1441-dock-1,null vbar,293.5410574,287.6576984,293.5410574,291.2877891,678.9218,782.0697424,1894.753841,1889.95415,3395.779744,3436.960345,64.69853742,64.27361105,59.5396,60.2141,0.0274,0,0
1441,,,University Students,,,Yes,dock,pre,coda,new word,unvoiced,k,velar,coda,3, ,,,,3,1.286,1.4065,1.3462,1.3061,1.3864,1441-dock-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1021.1173,1104.152579,1993.511871,1920.433771,3279.657645,2921.173229,56.97177825,49.77050381,43.8073,43.0157,0.0804,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,dock,post,coda,new word,unvoiced,k,velar,vowel,1, ,,,,1,0.6226,0.8054,0.714,0.6531,0.775,1441-dock-2,vowel,277.1717489,273.8720125,277.1717489,274.5433718,890.2899,877.6699164,1536.205492,1552.172785,2129.634483,2842.064971,61.56199188,59.011272,52.8449,54.7456,0.1219,0.18279437,183
1441,,,University Students,,,Yes,dock,post,coda,new word,unvoiced,k,velar,onset,2, ,,,,2,0.5779,0.6226,0.6003,0.5854,0.6152,1441-dock-2,null asp,299.0393239,288.7385845,299.0393239,292.535654,602.28,632.0061705,1935.2149,1889.146275,3364.214745,3362.950483,62.88237987,62.88237987,58.5833,59.607,0.0298,0,0
1441,,,University Students,,,Yes,dock,post,coda,new word,unvoiced,k,velar,coda,2, ,,,,2,0.9402,0.9825,0.9613,0.9472,0.9754,1441-dock-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,822.7588,840.5335451,1841.436992,1827.281802,2934.4064,2777.621226,50.03735188,50.03735188,49.0367,48.7651,0.0282,0.04227135,42
1441,,,University Students,,,Yes,dock,post,coda,new word,unvoiced,k,velar,onset,3, ,,,,3,0.5779,0.6226,0.6003,0.5854,0.6152,1441-dock-2,null vbar,299.0393239,288.7385845,299.0393239,292.535654,602.28,632.0061705,1935.2149,1889.146275,3364.214745,3362.950483,62.88237987,62.88237987,58.5833,59.607,0.0298,0,0
1441,,,University Students,,,Yes,dock,post,coda,new word,unvoiced,k,velar,coda,3, ,,,,3,0.9402,0.9825,0.9613,0.9472,0.9754,1441-dock-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,822.7588,840.5335451,1841.436992,1827.281802,2934.4064,2777.621226,50.03735188,50.03735188,49.0367,48.7651,0.0282,0,0
1441,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
,,,University Students,,,Yes,fat,pre,coda,new word,unvoiced,t,alveolar,vowel,1, ,,,,1,0.7729,0.9909,0.8819,0.8092,0.9546,1441-fat-1,vowel,306.8532663,276.3675554,280.6921205,268.8010455,1058.528,943.1419886,1258.616345,1845.953186,2272.978945,2631.817637,63.85999594,62.39338408,55.3899,57.1321,0.1454,0.21806172,218
1441,,,University Students,,,Yes,fat,pre,coda,new word,unvoiced,t,alveolar,coda,2, ,,,,2,1.1625,1.2859,1.2242,1.183,1.2653,1441-fat-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1037.56,873.8662047,2213.268869,2130.608819,3196.014514,3178.187666,57.8577438,54.85128976,46.8844,47.5745,0.0823,0.1234096,123
1441,,,University Students,,,Yes,fat,pre,coda,new word,unvoiced,t,alveolar,coda,3, ,,,,3,1.1625,1.2859,1.2242,1.183,1.2653,1441-fat-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1037.56,873.8662047,2213.268869,2130.608819,3196.014514,3178.187666,57.8577438,54.85128976,46.8844,47.5745,0.0823,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,fat,post,coda,new word,unvoiced,t,alveolar,vowel,1, ,,,,1,0.5871,0.7907,0.6889,0.621,0.7568,1441-fat-2,vowel,324.496906,285.605297,288.1191015,276.3524697,971.3333,955.3334357,2166.839804,1875.882036,2517.465248,2660.737676,64.1833797,60.76933799,53.0949,54.9753,0.1358,0.20364137,204
1441,,,University Students,,,Yes,fat,post,coda,new word,unvoiced,t,alveolar,coda,2, ,,,,2,0.9351,0.9973,0.9662,0.9455,0.9869,1441-fat-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,855.6017,833.0182941,1998.714323,2068.347523,3615.345668,3681.285161,50.9300157,50.9300157,48.0499,47.3325,0.0414,0.06217253,62
1441,,,University Students,,,Yes,fat,post,coda,new word,unvoiced,t,alveolar,coda,3, ,,,,3,0.9351,0.9973,0.9662,0.9455,0.9869,1441-fat-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,855.6017,833.0182941,1998.714323,2068.347523,3615.345668,3681.285161,50.9300157,50.9300157,48.0499,47.3325,0.0414,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,feet,pre,coda,trained,unvoiced,t,alveolar,vowel,1, ,,,,1,0.825,0.9674,0.8962,0.8487,0.9437,1441-feet-1,vowel,308.929255,265.3750069,285.1934701,260.6373299,387.8742,373.9645794,1100.04488,2334.413202,3404.368552,3591.43458,62.66184354,62.66184354,58.5733,59.9933,0.0949,0.14240681,142
1441,,,University Students,,,Yes,feet,pre,coda,trained,unvoiced,t,alveolar,coda,2, ,,,,2,1.2415,1.3775,1.3095,1.2641,1.3549,1441-feet-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,793.2874,759.2303534,2100.586012,2125.872309,3158.010066,3186.208674,61.4044646,61.4044646,53.3895,54.8634,0.0907,0.13607762,136
1441,,,University Students,,,Yes,feet,pre,coda,trained,unvoiced,t,alveolar,coda,3, ,,,,3,1.2415,1.3775,1.3095,1.2641,1.3549,1441-feet-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,793.2874,759.2303534,2100.586012,2125.872309,3158.010066,3186.208674,61.4044646,61.4044646,53.3895,54.8634,0.0907,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,feet,post,coda,trained,unvoiced,t,alveolar,vowel,1, ,,,,1,0.5665,0.7429,0.6547,0.5959,0.7135,1441-feet-2,vowel,385.3524689,313.4055124,377.1516827,300.7357006,466.0052,469.8079731,3427.188886,2855.88862,3952.852274,3757.92619,57.50154955,56.87251076,51.2759,52.492,0.1176,0.17641721,176
1441,,,University Students,,,Yes,feet,post,coda,trained,unvoiced,t,alveolar,coda,2, ,,,,2,0.8127,0.9183,0.8655,0.8303,0.9007,1441-feet-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,743.9404,731.9624534,2173.273008,2181.508946,3490.76147,3444.569108,55.2894966,54.42492105,51.5569,50.5931,0.0704,0.10565646,106
1441,,,University Students,,,Yes,feet,post,coda,trained,unvoiced,t,alveolar,coda,3, ,,,,3,0.8127,0.9183,0.8655,0.8303,0.9007,1441-feet-2,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,743.9404,731.9624534,2173.273008,2181.508946,3490.76147,3444.569108,55.2894966,54.42492105,51.5569,50.5931,0.0704,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,got,pre,coda,trained,unvoiced,t,alveolar,vowel,1, ,,,,1,0.766,0.9722,0.8691,0.8004,0.9378,1441-got-1,vowel,271.5894797,253.3766746,264.0030037,247.2353998,852.1774,830.4030255,1496.432194,1530.265536,3344.141578,3198.833705,66.1127502,65.71756773,56.9669,59.4076,0.1374,0.20612808,206
1441,,,University Students,,,Yes,got,pre,coda,trained,unvoiced,t,alveolar,onset,2, ,,,,2,0.7237,0.766,0.7449,0.7308,0.759,1441-got-1,null asp,301.1735326,287.6292052,301.1735326,292.2385379,609.687,652.4728441,1785.81333,1756.441965,2600.726178,2567.849121,65.97531503,65.68709205,62.1297,62.6907,0.0282,0,0
1441,,,University Students,,,Yes,got,pre,coda,trained,unvoiced,t,alveolar,coda,2, ,,,,2,1.133,1.2622,1.1976,1.1545,1.2407,1441-got-1,asp,--undefined--,--undefined--,--undefined--,--undefined--,1064.8949,949.1750379,1952.54298,1985.770296,3039.463008,3072.604854,57.7005722,55.91850093,48.4058,48.9827,0.0862,0.12924788,129
1441,,,University Students,,,Yes,got,pre,coda,trained,unvoiced,t,alveolar,onset,3, ,,,,3,0.7237,0.766,0.7449,0.7308,0.759,1441-got-1,null vbar,301.1735326,287.6292052,301.1735326,292.2385379,609.687,652.4728441,1785.81333,1756.441965,2600.726178,2567.849121,65.97531503,65.68709205,62.1297,62.6907,0.0282,0,0
1441,,,University Students,,,Yes,got,pre,coda,trained,unvoiced,t,alveolar,coda,3, ,,,,3,1.133,1.2622,1.1976,1.1545,1.2407,1441-got-1,null vbar,--undefined--,--undefined--,--undefined--,--undefined--,1064.8949,949.1750379,1952.54298,1985.770296,3039.463008,3072.604854,57.7005722,55.91850093,48.4058,48.9827,0.0862,0,0
,,, ,,, , , , , , , , , ,, ,,,, ,,,,,, , , , , , ,, , , , , , , ,,,,,0
1441,,,University Students,,,Yes,got,post,coda,trained,unvoiced,t,alveolar,vowel,1, ,,,,1,0.6232,0.8524,0.7378,0.6614,0.8142,1441-got-2,vowel,269.7884608,255.4324764,255.5074451,249.8965469,934.9502,911.0243746,1670.285312,1736.100464,2520.466609,2864.281746,59.44286543,57.2307396,47.8302,49.4094,0.1528,0.22918987,229
1441,,,University Students,,,Yes,got,post,coda,trained,unvoiced,t,alveolar,onset,2, ,,,,2,0.5684,0.6232,0.5958,0.5775,0.614,1441-got-2,null asp,305.7833514,290.992818,305.7833514,298.5892902,603.9005,772.5015378,2041.538538,1992.484482,3138.773145,3390.873209,59.74442481,57.35898031,54.1756,53.6461,0.0365,0,0
1441,,,University Students,,,Yes,got,post,coda,trained,unvoiced,t,alveolar,coda,2, ,,,,2,0.9265,1.0184,0.9725,0.9419,1.0031,1441-got-2,asp,--undefined--,--undefined--,--undefined--,--undefined--,686.0956,743.7568837,2076.600041,2079.148723,3432.506285,3416.024114,51.03504484,50.25464157,45.5451,44.5205,0.0613,0.09190358,92
